1.0,3.3691773,8.408092
2.0,-1.4488605,3.1335666
3.0,10.05416,6.8622594
4.0,-1.3255852,3.2781153
5.0,8.645264,14.08445
6.0,-1.5719248,-1.4253105
7.0,8.616446,9.737833
8.0,-18.624031,-13.31886
9.0,19.338587,19.663797
10.0,-1.7688394,-1.6994989
11.0,2.7650275,-0.992014
12.0,-13.79049,-14.39478
13.0,14.534096,15.666127
14.0,-0.44955257,-0.6652917
15.0,-13.93005,-10.31311
16.0,-8.241513,-8.785977
17.0,-9.095663,-9.807329
18.0,4.7587647,1.309055
19.0,-16.444462,-13.0219755
20.0,-15.692192,-12.365926
21.0,7.9088244,9.171439
22.0,-8.489723,-9.307227
23.0,-17.048977,-19.161503
24.0,-6.409784,-7.1281595
25.0,5.7831044,1.890158
26.0,-10.802373,-15.256837
27.0,4.2312756,0.15842438
28.0,3.857735,-4.67793
29.0,10.325573,7.2403073
30.0,-7.0714555,-11.806864
31.0,-6.1100845,-6.3095083
32.0,-11.125424,-11.784195
33.0,8.552449,9.842614
34.0,5.1695557,5.5054193
35.0,-4.1603165,-9.144536
36.0,-4.840315,-4.923001
37.0,-16.302925,-16.31977
38.0,4.596242,9.38715
39.0,5.843434,11.429338
40.0,2.5549283,7.611077
41.0,5.732218,6.390115
42.0,15.176453,12.245047
43.0,-7.29519,-1.4928638
44.0,-6.114499,-10.973072
45.0,13.500614,15.05573
46.0,-8.473263,-9.261819
47.0,-13.065147,-13.909026
48.0,2.733751,-1.0614135
49.0,3.40648,8.413129
50.0,-1.7113235,6.0551662
51.0,-2.8532028,-2.9526832
52.0,-11.025723,-5.2143316
53.0,0.7514987,5.5469046
54.0,15.983433,12.767199
55.0,-2.229756,2.4016724
56.0,0.58459824,0.42085052
57.0,0.8936656,5.9604754
58.0,-18.460537,-15.767735
59.0,10.0476885,11.45483
60.0,-1.3788812,3.1667836
61.0,13.400792,14.931708
62.0,13.310263,10.33808
63.0,-1.3936341,3.1507797
64.0,-9.498051,-17.491394
65.0,11.341968,12.966487
66.0,-10.5715,-6.6362844
67.0,8.0483885,4.488601
68.0,-6.1769257,-6.418948
69.0,-6.0119605,0.022890488
70.0,-15.556743,-17.912226
71.0,-6.4065413,-3.459783
72.0,-0.7794857,-1.2854497
73.0,6.3691487,2.3081696
74.0,-12.75436,-8.672562
75.0,-7.677687,-15.793617
76.0,-2.628214,2.2302735
77.0,12.033402,13.118136
78.0,-5.563414,-5.8188434
79.0,6.268583,-0.7965257
80.0,6.5973043,7.391764
81.0,8.578823,10.279836
82.0,0.07513804,-4.8658757
83.0,5.992309,6.671611
84.0,-14.0966,-10.555209
85.0,-4.945446,-10.197077
86.0,9.664,11.194639
87.0,0.8678692,0.99830014
88.0,-6.7048907,-11.5862665
89.0,-8.324924,-13.743998
90.0,2.9433599,3.530413
91.0,-11.340537,-6.5862503
92.0,-3.5616362,1.0196879
93.0,8.556571,10.159182
94.0,-6.3834553,-6.720317
95.0,1.0470262,5.740206
96.0,6.7770905,11.61853
97.0,5.2650447,-1.071634
98.0,-8.307055,-8.385626
99.0,14.849539,12.049433
100.0,3.974506,4.2020583
101.0,-7.982228,-12.964094
102.0,-13.508253,-17.566637
103.0,-4.9974737,-5.026464
104.0,-4.146913,-8.942805
105.0,6.876769,11.697318
106.0,-16.007751,-15.969275
107.0,-8.732571,-3.390228
108.0,-4.0478706,-4.0624046
109.0,-8.3006,-8.969738
110.0,3.6531882,3.930295
111.0,15.162218,12.074526
112.0,-14.108459,-14.657815
113.0,3.248656,3.4965632
114.0,-5.0249467,-10.634305
115.0,-6.648378,-6.9969983
116.0,1.4532825,6.1563845
117.0,19.058863,18.297024
118.0,0.8996745,0.7483665
119.0,15.465714,12.548629
120.0,-4.4616365,4.967684
121.0,-12.792125,-8.728623
122.0,-0.3877713,-0.6778374
123.0,7.271539,3.5635061
124.0,-3.2288432,1.9729213
125.0,-14.168733,-10.30438
126.0,18.665522,10.645754
127.0,-2.184319,-7.407974
128.0,-1.769765,2.6502874
129.0,-6.5945406,-6.9800696
130.0,5.8835077,6.471277
131.0,-1.1592244,-6.0548615
132.0,2.3767745,2.3040812
133.0,-3.4152935,1.4408209
134.0,8.428641,9.247961
135.0,-6.3662434,-6.7683945
136.0,-6.729393,4.192301
137.0,-6.430949,-7.0275064
138.0,12.95899,10.181137
139.0,5.522337,10.084821
